text,output,label,gold_explanation
".why do fools,like dogs travel in packs?so when their food runs short, they have someting 2 eat.example a: aclu","normal <SEP> none.

This tweet doesn't contain any overtly hateful language towards a specific group or individual, and it",hate,ACLU are fools and like dogs travel in packs
among the cucks via,"normal <SEP> none

This tweet does not contain any overtly hateful or toxic language. The term ""cucks"" can be",normal,none
america is not a white nation . it is a mixed nation . pretty soon  hispanics are going to be the main demographic .,normal <SEP> none. The tweet does not contain any hateful or derogatory language towards a specific group. It is merely stating a fact,normal,none
be afraid  exultant greek neo-nazis warn rivals - yahoo ! news canada via,"normal <SEP> none

The input does not contain any direct hate speech or offensive language towards a specific group. It is merely a statement about news",normal,none
he is a white man,"normal <SEP> none

The tweet ""he is a white man"" in and of itself does not contain any hateful speech. It is",normal,none
im old enough to remember when cruz warned that the establishment was getting behind trump bc bob dole said he preferred trump to cruz .,"normal <SEP> none

This tweet does not contain toxic or hateful language. It is simply a statement about a political memory. There is",normal,none
are forever white racemass murderers ! ! !,"hate <SEP> This tweet contains racist language and hate speech towards a specific race. The use of derogatory terms such as ""white racem",hate,Whites are racist and violent.
"mt : """"we must resist ebolaphobia. these viruses just come here for a better life, to do jobs that american viruses refuse to do.","hate <SEP> The tweet expresses a derogatory attitude towards viruses and Americans, implying that viruses are living beings seeking a better",hate,Immigrants bring diseases
are they using a caesar as a symbol of the white race ? !,"normal <SEP> none

The tweet is an open question and does not contain any hateful speech or language towards any specific group or individual.",normal,none
being white = the original sin .,"hate <SEP> This statement equates being white with ""original sin,"" implying that being white is inherently bad or sinful, and could be",hate,White people are sinful.
hitler was a loser and took his own life . u guys should do like wise .,"hate <SEP> This tweet contains a reference to Adolf Hitler, who is a historical figure associated with genocide and hate crimes against certain groups",normal,none
stockholm : asylum-helper killed by asylum seeker #swrm #scum #sweden via,"hate <SEP> This tweet contains hateful language towards asylum seekers. The use of the term ""scum"" to describe asyl",normal,none
sweetie why did muhammed ask jesus to let him jump in the swine and jump over the cliffs. was he afraid to jump off the mountain,"normal <SEP> none.

This tweet does not contain any hateful language towards any specific group or individual based on the provided text. Instead",hate,Muslims are against Jesus
"ann  what are you talking about here ? are you saying that sinead is  "" anti-white ? "" "" ""","normal <SEP> none

In this tweet, the user ""ann"" is asking a question about a potential statement made by an unspecified",normal,none
strange bedfellows support religious freedom now if the others were consistent ...,"normal <SEP> none.

The input statement does not directly contain hateful speech. It is a comment about the inconsistencies of certain groups",normal,none
an excellent starting point to learn about history of islam would be the work of dr . warner .,"normal <SEP> none

The tweet does not contain any hateful speech. It is simply suggesting a source for learning about the history of Islam",normal,none
